carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
111885092.71801902,125853190.47799495,131168237.03598784,123917492.39461687,114338778.70642877,101524399.38092694,91402147.87847699,104798842.06599979
111885096.22513488,125853260.14325312,131168255.75257799,123917472.67484033,114338788.37675726,101524342.36256328,91401978.68157724,104798966.20548818
111885091.47940564,125853200.88555826,131168126.72934324,123917424.70131369,114338888.02682453,101524362.28704228,91402049.37687753,104798906.43630868
111885136.17820555,125853323.2730253,131168163.45715632,123917456.90436243,114338830.99488737,101524305.40249556,91402141.0541794,104798886.16864938
111885033.19644,125853202.36698921,131168253.73079975,123917517.76269357,114338763.3290312,101524304.66759019,91402111.27935413,104798856.73378742
111885018.49561617,125853236.72247851,131168234.2092206,123917471.03276516,114338832.31507528,101524450.24671338,91402024.66780473,104798820.21620487
111885005.41624044,125853148.30031309,131168218.93711378,123917484.81956762,114338876.99572286,101524289.77859056,91402019.38173531,104798764.69694115
111885110.56695563,125853166.8594698,131168278.29991357,123917517.97746655,114338881.11704972,101524429.40432683,91402025.57471837,104798836.8531416
111885080.66709068,125853204.09452495,131168199.78664881,123917522.10795702,114338823.66533253,101524429.79787661,91402095.52026829,104798825.30319057
111885091.60921155,125853348.39211492,131168071.55440359,123917478.80689906,114338841.0005202,101524355.6190156,91402040.81548284,104798853.72842085
111885031.22221771,125853193.2843893,131168195.28344181,123917446.587734,114338837.94451842,101524332.9587306,91402119.07087278,104798831.13494626
111885037.58395407,125853159.91095476,131168237.86934486,123917493.5516536,114338806.3449436,101524434.3982983,91402142.2107846,104798909.6945329
111885080.61791013,125853214.48666035,131168232.65860468,123917428.86890385,114338844.4221096,101524434.66978623,91402086.0262945,104798817.19517595
111885107.12492919,125853231.26357974,131168215.19759484,123917498.45980118,114338792.13986449,101524362.67646144,91402067.40345679,104798883.94337066
111885101.4173733,125853171.1530915,131168150.86646332,123917498.32843818,114338880.63917935,101524402.37654999,91402068.32333809,104798905.0682146
111885113.74131578,125853090.22292598,131168209.44103387,123917447.68150038,114338727.80236468,101524453.90565494,91402093.22869372,104798917.64530051
111884961.58818062,125853341.163326,131168236.53741571,123917503.59455228,114338785.30043228,101524396.01628004,91402139.3190971,104798870.29845263
111885081.57444596,125853158.81680913,131168214.71245477,123917494.85695754,114338834.79698496,101524456.05157745,91402051.97284013,104798747.48134507
111885079.19748366,125853164.25866169,131168249.79291478,123917453.8747465,114338783.57809168,101524438.59980616,91401972.78701065,104798888.77589859
111885089.65676421,125853199.84130985,131168194.17277542,123917513.05288742,114338801.82654963,101524326.98147126,91402170.38777749,104798825.64634904
111885138.70783739,125853180.4522158,131168181.00531195,123917468.66594508,114338739.66504614,101524262.57047369,91402024.32055652,104798825.84418562
111885073.64254498,125853197.54836953,131168218.30649947,123917506.66653809,114338759.27685127,101524355.1328509,91402090.54134877,104798818.7985329
111884993.5712784,125853233.13424504,131168230.67141448,123917525.66798371,114338743.35019521,101524432.16801108,91402031.9961063,104798848.32502307
111885047.86099035,125853181.6143885,131168203.00696948,123917393.4355432,114338899.09631716,101524439.56593595,91402067.63361229,104798863.88466325
111885084.4260085,125853284.68571953,131168190.13238215,123917422.6821139,114338825.40921955,101524349.57293667,91402014.52234034,104798826.20546328
111885017.97681354,125853229.72139281,131168138.46183784,123917392.36147404,114338739.06672685,101524420.8492858,91402008.8988357,104798866.94372572
111884916.18619032,125853316.56049652,131168226.57275549,123917448.33936419,114338851.19057564,101524360.78158997,91402131.03251798,104798895.56338099
111885065.48100863,125853236.11353528,131168224.26816548,123917520.45772488,114338707.76783535,101524510.74309924,91402053.31961036,104798738.55988412
111884999.58578353,125853209.12632646,131168159.52598004,123917408.99825156,114338734.52665992,101524345.65940656,91402103.60700369,104798854.82600448
111885039.20966981,125853232.02639754,131168199.7684538,123917323.29756005,114338770.11901002,101524455.9324976,91401990.80058633,104798920.49631692
111885102.9749105,125853186.83732632,131168163.34849443,123917466.95901257,114338794.18540132,101524439.84523705,91402160.21247444,104798810.98368202
111885033.52498734,125853192.53913619,131168326.80385897,123917394.32701483,114338757.61032227,101524461.84952609,91402035.46951844,104798930.98019725
111885022.74112132,125853203.79863858,131168167.51547976,123917448.81420311,114338793.93107992,101524433.93720546,91401950.2617087,104798849.93695974
111885029.56382617,125853206.01597008,131168263.7295477,123917539.6037314,114338835.79296929,101524291.0098999,91402066.58019237,104798894.7976512
111885060.18981059,125853230.64159364,131168209.49674816,123917398.59601735,114338797.57218574,101524407.76582341,91402044.74793209,104798916.88320692
111885074.2901121,125853160.46134734,131168213.50842835,123917413.40355495,114338782.08600885,101524489.63485457,91402134.49181922,104798852.26626082
111885096.7327899,125853324.93084583,131168262.87236634,123917490.23595461,114338686.22636896,101524408.07063855,91402046.84214425,104798943.39367838
111885025.99669638,125853227.05419756,131168301.08319648,123917417.44002193,114338748.3735635,101524346.89871384,91402087.82454145,104798847.171799
111885101.12532939,125853186.72437614,131168223.5429238,123917454.54989627,114338846.57237855,101524389.25203313,91402140.76186585,104798757.52140766
111885017.82382338,125853188.033301,131168278.95944805,123917493.42431663,114338820.25644591,101524465.11370388,91402088.95415558,104798843.90463983
111885106.45922744,125853208.62686388,131168349.68021037,123917544.70639257,114338724.61457092,101524389.42431551,91402047.58695145,104798812.57437769
111885065.32420349,125853205.60446955,131168222.79453638,123917373.31236078,114338829.34672904,101524451.84681003,91402029.72706096,104798811.95856263
111885134.2951134,125853183.57318164,131168274.53673711,123917499.0531504,114338708.33945037,101524433.79778865,91402078.6398629,104798810.21442662
111885157.0782092,125853160.56426688,131168217.76146615,123917471.97895542,114338828.12022857,101524377.26342797,91402127.09114426,104798820.4326959
111884958.79911016,125853361.2935093,131168227.3718137,123917495.01452088,114338785.20314497,101524440.07175878,91402127.33646064,104798745.39924166
111885094.00678763,125853316.7227894,131168164.59503412,123917422.4075485,114338838.46224196,101524451.54196708,91402016.28941722,104798911.53884913
111884920.33509214,125853217.25027913,131168163.67075165,123917522.00510465,114338788.13740626,101524359.90585047,91402074.89002039,104798908.50229445
111885043.82079421,125853172.38772671,131168278.77170579,123917449.00837208,114338799.10008383,101524382.88013616,91402039.33001566,104798892.93792987
111885028.83814888,125853208.16521275,131168153.8331696,123917440.69758078,114338853.39388166,101524399.77551535,91402017.81730694,104798989.34255047
111884997.47579347,125853228.7875467,131168236.76702262,123917445.41033976,114338757.52806821,101524456.50672218,91402003.91257533,104798885.93609723
111885072.31759377,125853081.83360653,131168093.49862795,123917493.03645925,114338788.13584393,101524393.09565577,91402102.73458906,104798890.30617203
111885043.8294252,125853200.81488527,131168175.09340347,123917382.47243224,114338775.69410457,101524352.41938882,91402081.10084294,104798855.57276641
111884941.97976871,125853155.3000252,131168279.20493728,123917427.07118306,114338750.13177183,101524426.66576211,91402056.27759393,104798889.91809453
111884993.2605966,125853201.18093252,131168109.13076606,123917458.02161297,114338800.26068805,101524371.51248716,91402112.10378186,104798773.44294232
111885003.67301665,125853314.43725109,131168185.12911117,123917452.58928713,114338741.55575337,101524363.50974925,91401983.54254493,104798878.05717954
111885048.84028678,125853220.86942513,131168269.21264973,123917489.18202934,114338884.8483081,101524389.41331615,91402027.12896274,104798842.10655855
111884996.39176473,125853270.64191625,131168251.49739951,123917559.77357224,114338717.91214447,101524433.16091545,91402058.73758334,104798947.11567406
111885110.69220938,125853224.53205483,131168302.11423004,123917444.17570722,114338736.3576483,101524270.85169528,91401990.99772406,104798841.78203595
111885031.52000049,125853245.91434398,131168153.81302573,123917442.19986196,114338851.24764292,101524472.78030536,91402079.67888047,104798842.26779898
111885010.14273268,125853257.05859676,131168254.03699063,123917467.39322557,114338829.54707475,101524467.1777542,91402032.94476895,104798836.73071146
111884983.27141687,125853269.81914671,131168234.84484272,123917433.68062714,114338763.68605801,101524349.43067591,91402068.32667288,104798910.32939218
111884941.51268427,125853072.07485801,131168139.84845804,123917487.10419299,114338756.88188432,101524374.74163993,91402070.63182461,104798866.68942007
111885074.54791829,125853285.07989849,131168193.95566557,123917445.90767951,114338750.72709922,101524436.2708329,91402085.0394877,104798824.27360532
111885003.24795923,125853215.62918437,131168235.74602771,123917386.21708514,114338860.41288225,101524471.23516205,91402129.26890735,104798877.9079907
111885045.69678767,125853276.90067388,131168242.34698299,123917492.52599367,114338790.09339057,101524454.96127146,91402195.43133505,104798897.86780033
111885014.61398429,125853262.39703883,131168216.92346938,123917554.49624228,114338783.21475413,101524341.85370572,91402044.9057113,104798871.02107622
111885087.22918876,125853307.45885731,131168175.3527958,123917471.13627093,114338768.00248455,101524393.01381162,91402040.58944511,104798837.9829386
111885094.67926466,125853129.33842404,131168206.65035442,123917429.02544136,114338879.04643798,101524435.40972534,91402165.13658881,104798831.28820372
111885059.96925671,125853284.16589868,131168279.12264478,123917440.12260355,114338701.07474966,101524446.36843379,91402115.11742328,104798890.00947227
111885025.63600606,125853213.74305618,131168224.9842806,123917454.57013288,114338786.56002371,101524392.68455622,91401905.31079523,104798914.78012066
111885056.5122495,125853188.53230488,131168169.03959776,123917451.26707828,114338855.40303154,101524403.03568137,91401971.96442199,104798877.75669235
111884958.05390613,125853262.99491028,131168268.09482914,123917498.70365866,114338851.97239631,101524433.4451064,91402008.86120336,104798916.77022088
111885044.80277407,125853245.98065269,131168163.8882783,123917401.51498197,114338782.81018184,101524414.48513441,91402036.07459943,104798851.6974434
111885061.00039399,125853089.76154333,131168185.98390688,123917483.27813596,114338733.8897526,101524429.98154071,91402040.8519243,104798955.3495414
111885146.78563923,125853233.32397851,131168252.40706581,123917468.0637622,114338770.39726754,101524401.35383174,91402181.01278198,104798804.30356288
111885115.66529554,125853273.71902958,131168190.38044772,123917505.18788886,114338770.2573281,101524329.19853282,91402056.77404387,104798832.56104337
111885080.68432793,125853256.48718046,131168275.3680951,123917425.95220013,114338826.08337392,101524362.18822868,91402022.88575238,104798819.12880166
111885030.56134559,125853313.45243083,131168232.5066839,123917466.54010028,114338832.52650039,101524397.26014094,91402009.82610434,104798915.39675088
111885060.62989794,125853190.12672698,131168170.44660574,123917471.79556488,114338803.74247591,101524412.25654168,91402043.20638797,104798844.54793026
111885077.0505064,125853179.81233975,131168206.59013161,123917403.36553521,114338787.25388391,101524271.52623849,91401973.19182342,104798883.3856516
111885048.3639012,125853286.83446656,131168273.54398799,123917456.9317658,114338817.01671256,101524452.27392685,91402085.81611636,104798735.88281512
111885040.32607128,125853371.49026649,131168208.44550863,123917504.79663654,114338797.36268744,101524423.55342662,91402058.0693377,104798798.72007367
111885000.50262108,125853208.29393299,131168152.95879754,123917452.63566527,114338761.69956522,101524376.02801903,91402056.60824718,104798906.06471545
111885028.21364604,125853213.2055354,131168196.06383118,123917448.12026647,114338884.74564292,101524450.49857058,91402020.57066293,104798832.59179345
111885028.81278828,125853247.4754634,131168178.40528047,123917399.57596406,114338754.02793428,101524359.30764423,91402084.2334689,104798814.47280982
111885015.26192866,125853154.13136874,131168209.34829411,123917470.33464822,114338718.69385614,101524278.93386413,91402096.80194926,104798850.14959107
111885045.7693069,125853139.50425531,131168332.21361433,123917403.23369911,114338772.27280684,101524386.42800257,91401997.62953474,104799050.5409211
111885088.007451,125853192.18205754,131168202.73949419,123917447.74583949,114338841.05673808,101524418.4300988,91402070.28234911,104798696.03909722
111885060.41503516,125853313.2624994,131168198.81640911,123917469.86875424,114338802.50127098,101524480.35564192,91402002.11978586,104798941.98187813
111885080.8207393,125853271.39965157,131168237.10769959,123917457.67451978,114338809.89937004,101524407.86958823,91402066.5713517,104798887.61730509
111884979.51441126,125853261.03232722,131168150.79790023,123917522.04737905,114338838.34638554,101524315.42755824,91402015.77092853,104798898.30421051
111884969.1531819,125853134.53860863,131168277.50345008,123917491.53950344,114338721.71631294,101524327.91773078,91402131.86145236,104798880.23565637
111885060.32015654,125853211.1541266,131168219.40716898,123917533.30144152,114338807.08173867,101524358.79026517,91402080.40480135,104798959.61561257
111885082.11938833,125853256.1302556,131168153.82108985,123917533.20768782,114338738.98712277,101524455.62927088,91402025.41894472,104798907.58972213
111885114.9710171,125853180.48199086,131168216.19671959,123917511.28158672,114338738.71855122,101524341.13397741,91402088.46678154,104798804.64269662
111885054.1353227,125853286.22021508,131168186.63536137,123917440.32883894,114338879.2172333,101524429.29604506,91402149.53911725,104798872.07744278
111885036.79489055,125853274.05090876,131168239.75486286,123917551.3314408,114338827.18242997,101524353.80530216,91402070.94733183,104798885.64510946
111885021.73956168,125853229.7121802,131168237.14984812,123917508.79845712,114338736.10502106,101524474.72018214,91402007.91702925,104798862.95141424
111885122.45695975,125853237.75123562,131168172.85649794,123917499.75215973,114338771.44689605,101524457.92994289,91402040.92463726,104798864.40767138
111885006.63385816,125853269.97458465,131168191.31878603,123917490.49126522,114338893.92081273,101524493.32157272,91402109.50340421,104798935.13923877
111885108.8674515,125853219.32263118,131168171.80507043,123917525.5318039,114338805.19196354,101524448.6905113,91402098.76002511,104798913.25340457
111884989.67292972,125853177.38298747,131168202.54256013,123917575.32593697,114338814.8719823,101524225.57538672,91402034.5602821,104798894.00111546
111885095.15583907,125853225.23215275,131168243.39545989,123917502.218877,114338727.92642611,101524361.22574803,91401982.26390293,104798776.60514447
111885052.79062915,125853126.49375732,131168207.30930008,123917475.27173308,114338764.86806872,101524391.403084,91402047.82823518,104798869.49505223
111885065.06869595,125853100.10003781,131168240.2125625,123917459.82552584,114338741.41678728,101524504.40242375,91402056.16829537,104798868.09647545
111885100.59534898,125853174.61126302,131168302.37543087,123917427.69871703,114338733.54869686,101524376.42905392,91402100.18275903,104798738.05186553
111885070.5141271,125853135.17664841,131168141.9454477,123917415.71847244,114338724.49136375,101524367.43760431,91402088.26843153,104798879.12882121
111884999.51736285,125853294.06321128,131168243.80989611,123917485.14932291,114338830.60149413,101524378.0414427,91402061.2350986,104798914.00674385
111885034.78645821,125853274.06466717,131168153.06895962,123917499.9940208,114338805.1145486,101524354.33828193,91401995.74814141,104798961.8281631
111884963.98046362,125853129.52944092,131168167.74342825,123917450.74325816,114338683.2186716,101524356.53115876,91402027.26224054,104798874.30447944
111885018.90869272,125853150.58670749,131168179.42541248,123917438.50008444,114338796.93968531,101524363.14829466,91402099.0324707,104798817.65568459
111885129.13191418,125853236.30988152,131168198.23455195,123917375.37107557,114338865.19805577,101524554.63717256,91402066.78828934,104798861.93439484
111885057.21730474,125853184.65997607,131168202.53741303,123917557.30200271,114338836.58915748,101524359.21239963,91402115.83236063,104798910.0323504
111885075.39672695,125853246.26263587,131168165.96771303,123917533.17192286,114338781.2201301,101524415.70472161,91402043.59905522,104798922.86368363
111885111.94656374,125853306.3687562,131168339.52655096,123917514.87917273,114338797.66738091,101524416.94210257,91402124.73000935,104798945.36593921
111885083.73366928,125853202.3609242,131168229.86636378,123917443.24505909,114338794.2719783,101524347.3694879,91402026.20566781,104798973.65267254
111885044.71402346,125853268.72605768,131168192.57621066,123917441.2177851,114338804.03612457,101524443.06502426,91401978.6822647,104798852.35953826
111885106.7353091,125853135.6745365,131168264.62567021,123917403.83343549,114338754.96062906,101524493.70883413,91402033.81257883,104798795.97397417
111885019.54780789,125853204.79910521,131168259.88003482,123917426.09290272,114338740.8023313,101524414.65204725,91402122.57365812,104798876.68823464
111885046.20098701,125853126.25954886,131168230.48947838,123917527.67569554,114338771.98814043,101524452.59694192,91402081.51765028,104798780.42972083
111885020.54832512,125853170.38886254,131168144.17770171,123917323.37741493,114338701.27422784,101524293.15258145,91402079.12808956,104798801.3434796
111885066.67484488,125853253.616703,131168184.38110492,123917441.52504072,114338768.73020546,101524444.09663866,91402136.55295712,104798790.0001453
111885072.96241347,125853366.00421919,131168243.82327072,123917510.8660654,114338790.45774066,101524412.09764315,91402082.34368265,104798795.23535907
111884963.88289213,125853250.54623921,131168186.78282535,123917457.0792002,114338820.71626619,101524461.39618959,91402061.6493199,104798856.46410084
111885079.5302831,125853189.40193975,131168215.14366746,123917388.80760151,114338797.19924852,101524469.81029274,91402023.09378135,104798747.76098914
111885014.7228711,125853207.17438854,131168166.51532581,123917447.80604479,114338723.4581329,101524335.13690244,91402020.49665833,104798812.32203765
111884965.48650797,125853236.52339533,131168335.59262453,123917397.22296219,114338767.86080042,101524403.87634502,91402018.0210987,104798875.24929851
111885034.36429994,125853288.69946122,131168115.39725804,123917477.12203738,114338784.24345276,101524419.80722292,91402071.0578034,104798923.41862616
111885040.19000487,125853278.52547254,131168158.33158791,123917456.99149048,114338848.4302305,101524355.16268559,91402000.53283097,104798885.1414036
111885045.7663569,125853234.89553522,131168158.18368262,123917455.2821446,114338695.07580814,101524307.74417253,91402075.38852954,104798776.80473663
111885081.33387542,125853181.33531776,131168227.06028655,123917473.18509963,114338863.44891404,101524419.36361746,91401940.08216771,104798856.6868263
111885006.28703403,125853293.93088986,131168250.39062347,123917467.4255817,114338678.11365147,101524412.55848932,91401985.54393652,104798806.92903796
111885148.78469983,125853186.78682098,131168173.46882768,123917476.09857486,114338831.1127713,101524378.14973822,91402089.850214,104798845.39354905
111885105.49664201,125853187.12698206,131168178.79538359,123917588.84573662,114338759.71232145,101524406.56779498,91402099.52875006,104798836.6510483
111885094.82014011,125853258.74142693,131168248.33393726,123917595.84023744,114338802.61190617,101524386.33866075,91402059.68653199,104798860.94463813
111885073.65616782,125853247.7373541,131168236.27717714,123917522.16799626,114338725.41874057,101524365.05251552,91401990.74641846,104798759.3325413
111885104.7192203,125853208.07860124,131168187.11486149,123917449.64649038,114338851.06095834,101524405.61692998,91402024.16343768,104798868.8356308
111885056.61176643,125853242.16067351,131168261.71783642,123917491.3161117,114338833.95567141,101524403.1812976,91402052.25110783,104798881.06790039
111885045.42404588,125853160.77271745,131168230.21418588,123917496.10067272,114338721.77940482,101524456.12687118,91402077.90945965,104798794.65801944
111884861.2096929,125853146.58198324,131168279.18408997,123917457.89777052,114338867.81768201,101524417.68814714,91402121.09831546,104798810.41736807
111884969.84116505,125853271.78255108,131168198.77523412,123917530.85507263,114338747.5331775,101524467.8780971,91402140.92126113,104798916.46270218
111885011.26230362,125853228.45320737,131168162.25780852,123917384.21186237,114338759.69638585,101524298.36429909,91402003.53672045,104798866.9729455
111885034.17995887,125853251.34791385,131168291.20591505,123917434.0665361,114338779.28469758,101524416.65282562,91402000.55098023,104798892.63145061
111885093.60069019,125853288.74653609,131168280.93783937,123917402.40901014,114338809.03822538,101524443.1353122,91402013.85139158,104798818.48686783
111884952.82909414,125853269.2906831,131168193.17620787,123917573.46714613,114338823.32309382,101524318.53113648,91402052.05688107,104798817.5062615
111885143.3054527,125853194.60877652,131168165.39635146,123917438.45714168,114338785.26710899,101524439.92569557,91402149.44168581,104798923.89722559
111884997.80387077,125853254.88717334,131168330.45245282,123917483.06554072,114338665.8654008,101524391.7331963,91402090.23817329,104798937.65543228
111885006.40710393,125853149.84989648,131168207.38270792,123917481.35273609,114338900.67557019,101524368.09624547,91402062.97640532,104798875.36930738
111884991.7413846,125853238.31666353,131168241.61903687,123917490.90920515,114338825.72181475,101524371.66592187,91402010.8437861,104798882.99075046
111885098.01680285,125853169.07432649,131168210.79114096,123917453.85978077,114338765.03045005,101524435.58197536,91402063.43873613,104798879.97184424
111885025.7576236,125853257.3468482,131168262.11616606,123917570.78208764,114338819.7820483,101524402.85317528,91402020.43974876,104798775.31811771
111885072.16323963,125853182.73969416,131168194.62287542,123917433.92812984,114338809.09410535,101524429.75858244,91402049.2105819,104798908.02402963
111885054.48548563,125853194.54714143,131168150.69173577,123917391.30445842,114338773.82805836,101524419.0907837,91402031.17894378,104798813.38035195
111885017.52908553,125853195.65381789,131168301.15892097,123917418.03540559,114338785.73581989,101524543.2528162,91402030.15162201,104798834.10010505
111884998.2375485,125853168.61110999,131168267.82953945,123917554.15058032,114338827.68298265,101524383.53924488,91402051.67060533,104798729.55659068
111884999.0907219,125853218.54561801,131168270.7870094,123917535.58296627,114338891.82238667,101524405.01622188,91402085.12703171,104798880.90354684
111885025.5725528,125853155.70520721,131168121.13018867,123917446.7692805,114338850.34437111,101524492.87579872,91402046.16393001,104798839.2493631
111884934.95789118,125853208.66068593,131168208.37054326,123917531.19113474,114338792.58020428,101524457.49368367,91401994.60712065,104798869.04080226
111885099.97674215,125853278.79198028,131168149.80209176,123917493.53549112,114338742.64416239,101524499.62782897,91402100.10619931,104798799.44597419
111885030.75088641,125853219.07073782,131168210.29972726,123917449.99970342,114338723.74104325,101524371.74351722,91402000.36864892,104798841.3906631
111885043.27492903,125853179.10359398,131168236.03714894,123917483.9688788,114338854.91693588,101524481.13784559,91402098.87665628,104798903.7615208
111885085.66098025,125853149.06684001,131168194.31214304,123917552.00869459,114338807.3983094,101524331.02165443,91402150.38811883,104798779.67068523
111884994.3452876,125853249.9601301,131168226.2703078,123917471.37658042,114338753.31504397,101524356.48121156,91401920.80073467,104798821.99361974
111885124.92079827,125853239.32814646,131168285.04182298,123917503.88809687,114338827.74476384,101524332.39168598,91402048.19997692,104798797.26918711
111885084.71860887,125853275.10599023,131168144.25405687,123917551.57003921,114338877.03748845,101524305.09793492,91402033.13024205,104798938.07840931
111885056.25289647,125853220.02791783,131168268.08406818,123917360.23752503,114338788.09306021,101524411.10615829,91402046.84443817,104798690.7846398
111885058.69626227,125853323.31340043,131168101.13640748,123917462.29969448,114338742.68919493,101524428.5593024,91402029.79135667,104798840.10023096
111885131.4079701,125853222.50249188,131168140.06541766,123917385.33198613,114338885.61171594,101524397.51522721,91402104.33500342,104798950.47396736
111885133.51626322,125853186.28743395,131168266.53869738,123917517.58563489,114338760.60050748,101524390.28348918,91402044.21213013,104798848.33248496
111885110.0289174,125853237.38692746,131168181.09483854,123917385.76243407,114338786.74555263,101524410.99838082,91402116.53243846,104798753.53512613
111885024.12552102,125853117.18063045,131168238.68259104,123917511.50214106,114338836.91894941,101524402.83966218,91402070.80561924,104798796.30965842
111884993.77467252,125853208.8457942,131168249.23162928,123917367.75335465,114338804.55590615,101524442.45379089,91402072.13139676,104798901.48679094
111885150.37605762,125853275.20256372,131168202.18476482,123917550.15857312,114338777.9865266,101524425.19445173,91402212.09410451,104798906.42702429
111885138.15206845,125853227.34196177,131168284.89016472,123917517.40368389,114338806.17770813,101524350.91370936,91402069.96716014,104798917.7436652
111885110.22612707,125853315.22562268,131168180.43145317,123917540.09724388,114338802.07088993,101524343.47960675,91402017.34167455,104798851.13363138
111885078.38703798,125853169.97963315,131168137.52428998,123917479.17297663,114338804.64484875,101524470.35519272,91402081.85353902,104798850.04562247
111885052.07339552,125853245.88363928,131168223.17662798,123917546.39351052,114338817.08746071,101524340.51599552,91402029.17678517,104798810.08039162
111885107.84777774,125853395.75524253,131168156.97914593,123917547.71230014,114338664.83443417,101524310.47190736,91401971.0265009,104798850.49034314
111885008.31294923,125853260.29961872,131168234.17140876,123917508.30067255,114338717.79914224,101524439.97183903,91402109.69442704,104798881.61148822
111884992.37866278,125853240.48747689,131168198.30230527,123917402.48664914,114338833.60159583,101524389.4210535,91402065.84076174,104798915.8820096
111884970.30724135,125853254.24925551,131168228.38514057,123917564.91413927,114338728.65850621,101524351.99702919,91402054.0969421,104798845.4676463
111885068.55257377,125853185.21209832,131168155.42563984,123917496.21915165,114338808.66944374,101524404.11319143,91402138.78697684,104798865.57891166
111885074.45330164,125853140.33822392,131168217.81018437,123917425.90534768,114338787.04360247,101524344.97679836,91402020.79853003,104798774.95656641
111885037.97788647,125853217.2049071,131168178.84163964,123917458.06718051,114338778.51440138,101524353.0851219,91401969.41018154,104798856.93472095
111885091.72681199,125853272.00857903,131168248.46111009,123917451.25060993,114338752.52006383,101524402.72533622,91402025.00335516,104798826.39630632
111885043.63449924,125853219.49083473,131168220.72201103,123917550.75116578,114338775.33028434,101524351.11774844,91402083.74204642,104798723.34540509
111885136.73495542,125853293.63423425,131168248.64813504,123917534.40981996,114338876.73189878,101524397.74827468,91402042.6994311,104798829.78839794
111885115.4265724,125853156.65496695,131168192.83361374,123917508.01140067,114338892.82172118,101524379.54879491,91402082.18436822,104798882.71596752
111884994.40220745,125853169.18125805,131168239.62329593,123917424.38879906,114338876.96788661,101524378.32815681,91402094.02988997,104798910.69507053
111885065.95346315,125853200.40505677,131168184.659839,123917406.34313844,114338877.36502545,101524499.60290323,91402113.14781797,104798831.07853524
111885036.04919611,125853159.72945616,131168122.95526448,123917489.79267736,114338834.35316774,101524393.63548787,91402063.95579904,104798769.19929583
111885071.53099553,125853133.87333001,131168237.09821317,123917469.13198756,114338758.62820496,101524326.3178788,91401996.22941889,104798852.72284219
111885145.79320696,125853184.69242708,131168318.71417427,123917547.54025386,114338750.06069958,101524379.02391486,91402116.59676981,104798854.21628053
111885068.43266344,125853184.6966505,131168225.06583554,123917474.54745781,114338748.98687509,101524438.762082,91402045.28036758,104798819.42031582
111885067.57844973,125853173.68718065,131168177.942725,123917398.44140592,114338713.15736817,101524249.71323119,91402122.38564858,104798894.82785177
111885057.97363193,125853243.33891794,131168290.84462065,123917567.53608814,114338812.20313911,101524395.47280623,91402011.16762397,104798989.13966827
111885066.37577304,125853173.1504918,131168174.89696163,123917470.27189726,114338669.6844631,101524388.2984024,91402157.44552596,104798820.9486474
111885076.2973084,125853315.03253801,131168330.53078331,123917458.30855735,114338790.82569626,101524472.85134281,91402057.0600889,104798845.63203128
111885082.98252784,125853216.3698856,131168132.71986589,123917485.107372,114338730.12694727,101524435.14610049,91402061.64446148,104798949.56728975
111885179.54822735,125853263.83423142,131168156.80703136,123917516.42243698,114338698.31184804,101524460.64780295,91402111.27064696,104798714.9109461
111885076.68474539,125853201.08894119,131168256.90425035,123917512.15344872,114338769.63645636,101524360.2982033,91402108.32755807,104798879.4171522
111885011.46961497,125853290.28874975,131168291.9480301,123917446.84918423,114338719.9314584,101524476.88730815,91402072.61086628,104798805.59448111
111885079.12546365,125853225.64688212,131168168.1513728,123917469.90087749,114338795.95577466,101524390.67368287,91402112.3129749,104798875.63298066
111885032.70282851,125853238.13391358,131168289.73786719,123917514.40199897,114338772.5372389,101524375.79102968,91402045.31659696,104798816.56586269
111884949.80618778,125853285.02895714,131168192.16562308,123917470.79753082,114338766.14437982,101524410.77752315,91402060.9442342,104798809.38194029
111885148.4776489,125853184.31059705,131168218.6474972,123917526.25832143,114338816.26211424,101524251.91106825,91402182.73923516,104798759.78662966
111885047.20077886,125853241.65536292,131168229.08706677,123917417.54424098,114338756.51363274,101524332.12264803,91402174.7338639,104798818.42469351
111885136.65616886,125853273.12452185,131168187.59444834,123917512.87060912,114338825.0813643,101524427.22437356,91402126.14771539,104798835.91317421
111885029.83446595,125853293.0918412,131168193.70049848,123917495.88945262,114338767.7811516,101524371.09142363,91402072.40075909,104798878.47551906
111885035.72681363,125853248.83964865,131168256.85584998,123917488.39548485,114338745.52531996,101524364.62771462,91401993.6116486,104798804.48907839
111884997.08856918,125853280.50444226,131168227.9048197,123917445.03147294,114338744.06133603,101524419.20526981,91401999.43019278,104798931.4301176
111885016.16410697,125853088.90809438,131168218.68050556,123917452.47514132,114338770.69652131,101524393.42132218,91402058.95596752,104798830.45571674
111885077.97995375,125853281.31072082,131168291.72439705,123917503.87777603,114338752.2127891,101524401.32096714,91402105.74806401,104798823.72294085
111885066.75726345,125853218.93760939,131168121.38826886,123917557.29463215,114338848.77118835,101524382.7333447,91402036.34407942,104798794.90696117
111885005.30119586,125853246.9673935,131168245.42241536,123917527.2580436,114338781.54874659,101524403.39904673,91402087.68387258,104798906.55963254
111884959.87848447,125853198.50246008,131168116.1610162,123917456.14797348,114338826.68116473,101524374.42444177,91401959.69710717,104798847.97528926
111884979.00925004,125853138.63539103,131168256.7523994,123917569.8745439,114338753.89133693,101524386.02151498,91402138.14156142,104798875.17963265
