carrier_phase_1,carrier_phase_2,carrier_phase_3,carrier_phase_4,carrier_phase_5,carrier_phase_6,carrier_phase_7,carrier_phase_8
108656302.07012601,122803875.72188593,123399990.67842054,126033397.92170656,109135048.02484435,102202926.71721263,95062540.34550513,96181682.96869387
108656331.83333986,122803944.04823838,123399945.78788166,126033360.58844154,109134994.87125647,102202888.036894,95062518.0045248,96181774.21291463
108656329.76008458,122803880.22097443,123400072.43024033,126033258.79887947,109135064.84836231,102202880.66763015,95062462.44421229,96181671.3912866
108656258.7719507,122803885.19192748,123400090.0784846,126033363.87615745,109135126.28094424,102202879.19043808,95062511.71216172,96181580.86702973
108656411.21829857,122803835.8540599,123400067.95626728,126033264.05109859,109135090.7644455,102202910.02044982,95062433.60313123,96181697.28665988
108656202.7313173,122803989.18728827,123400010.62909983,126033361.95241795,109135091.20528713,102202926.35943076,95062495.4001325,96181599.47240786
108656297.17524427,122803938.42053255,123400096.36095428,126033253.86368619,109135128.50635244,102202853.79389876,95062495.0654082,96181648.58139332
108656322.93757628,122803769.70467827,123400021.97817716,126033355.4694003,109135049.04713288,102202900.86274908,95062514.9651068,96181684.45435335
108656365.1496594,122803969.01469453,123399939.83451343,126033298.62709701,109135009.56796606,102202843.73143387,95062593.17426158,96181631.06571199
108656263.20376104,122803825.8392707,123399953.45208462,126033294.98234238,109135199.63368595,102202813.53814705,95062440.33691812,96181672.36331385
108656271.85096993,122804028.76117614,123400104.16298081,126033375.72684811,109135074.14503306,102202800.42645724,95062368.89841174,96181674.01413916
108656281.17959195,122803895.4801096,123399967.3725457,126033433.34474014,109135172.47775504,102202847.33038925,95062442.00940923,96181768.66422173
108656214.91803737,122803842.62949257,123400088.31207192,126033320.11357453,109135130.97995767,102202989.81647597,95062421.98672229,96181678.92360875
108656335.54581714,122803987.53340626,123399970.32831015,126033344.99692394,109135030.36688964,102202866.054617,95062444.60932936,96181672.32786918
108656344.69098869,122803975.29123929,123400014.51294953,126033319.40142225,109135238.77730167,102202914.19609757,95062590.16965479,96181650.39525333
108656275.5657138,122803873.86427423,123400006.84084235,126033370.10091174,109135150.82133642,102203026.32346591,95062450.53259303,96181615.85186885
108656300.83954298,122804000.25718372,123400061.53927046,126033411.7324157,109135056.14764452,102202864.3925801,95062438.82611202,96181565.74210225
108656257.81721243,122803947.11576986,123400106.3190806,126033395.29633734,109135076.87004937,102202918.27474569,95062517.8243226,96181702.84433733
108656322.9343945,122803978.13823289,123399974.8242806,126033363.77441837,109135087.7166324,102202784.29512921,95062479.5844034,96181694.08222054
108656338.16002235,122803842.66804835,123400039.91140643,126033309.6796183,109134992.11625242,102202998.2227683,95062442.42171264,96181818.33857638
108656405.73052861,122803912.22319797,123399991.81309184,126033341.1782534,109135068.79316008,102202854.53394033,95062429.72974674,96181632.94160986
108656200.86117186,122804004.53723553,123400038.45575789,126033489.09822468,109135089.92712349,102202934.18662424,95062400.27207461,96181685.68294661
108656205.11249273,122804004.19661422,123400050.20157562,126033322.23685052,109135161.4069446,102202896.95447876,95062444.40872106,96181762.50728874
108656254.53162539,122803936.1392354,123400052.36305131,126033363.49098536,109135092.91486599,102202907.23100853,95062499.6097693,96181705.7544587
108656302.97550355,122803863.38011943,123400129.87403679,126033334.98673362,109135086.4397779,102202912.28159812,95062465.49390557,96181602.82129227
108656387.45891368,122803941.55094084,123399986.64499092,126033311.77768852,109135124.68367273,102202936.52442358,95062501.07153808,96181680.61977853
108656355.36503813,122803941.54759471,123400097.93521647,126033464.84073097,109135069.76108862,102202898.62420212,95062432.26404081,96181582.25743979
108656347.97995472,122803853.03932369,123399945.35467324,126033348.31443292,109135100.82158507,102202924.89043489,95062494.28082101,96181618.35429434
108656265.26678067,122803846.0967748,123400085.9679202,126033399.65033937,109135142.95698167,102202985.77539764,95062549.04197946,96181768.70104358
108656350.70294215,122803880.32471076,123399932.08837233,126033331.57888567,109135146.06558456,102202937.16743214,95062469.20830408,96181742.41609456
108656315.68747884,122803958.22247297,123400054.83317609,126033416.6198724,109135107.87599033,102202961.62236223,95062389.71035925,96181738.26956572
108656358.62043928,122803897.99500813,123400027.9173773,126033338.95042875,109135005.948788,102202822.05355942,95062443.34863596,96181812.65154926
108656270.61118004,122803951.51672259,123400119.84663197,126033389.24319288,109135242.95851156,102202843.30281161,95062509.73641552,96181604.96562502
108656428.68846175,122803967.95179246,123400035.70782697,126033327.12247925,109135010.16641313,102202843.18574658,95062426.47832973,96181785.94273435
108656321.7063623,122803971.65403475,123400009.96176217,126033363.98866071,109135025.33921817,102202870.9995038,95062486.52235068,96181606.9197841
108656304.0812781,122803918.41148515,123400109.64396654,126033407.35827531,109135057.68741265,102202890.37511915,95062366.55472565,96181685.04695174
108656352.77695283,122803938.62046292,123399941.83963491,126033345.57999179,109135048.66503634,102202903.69490999,95062500.81748152,96181630.40023573
108656273.38567148,122803954.34164973,123399998.654114,126033415.80297618,109135082.10154559,102202851.51084451,95062358.93339528,96181740.47311692
108656267.86444359,122804023.94703598,123400040.48933156,126033348.59527422,109135093.40942939,102202812.70763953,95062421.89505106,96181648.70170167
108656372.47671875,122803868.65606283,123400012.0537508,126033365.88658823,109135094.36794706,102202900.17846948,95062512.40827988,96181727.73058286
108656278.15061796,122803976.29444468,123400089.02788045,126033322.69868863,109134993.2263009,102202876.4574374,95062428.80568434,96181635.61771318
108656400.15442383,122803928.070444,123399938.47256902,126033393.42346695,109135128.1675118,102202865.58817948,95062494.19262563,96181702.71086808
108656351.79434605,122803929.60490784,123400098.33650438,126033374.82422894,109135101.11330833,102202778.20415847,95062473.70590372,96181585.75769474
108656375.28017183,122803851.38495462,123400061.76438403,126033346.25891146,109135143.32605202,102202887.6721223,95062394.97181068,96181714.80483373
108656313.4384244,122803814.42656301,123400071.8566372,126033354.16649811,109134989.15530245,102202985.33161052,95062569.41686,96181728.4852647
108656342.84491768,122803816.17698014,123399972.40624826,126033306.29702559,109135228.92496406,102202939.15001932,95062534.53434014,96181719.66002281
108656290.02958088,122803950.56228931,123399993.5455363,126033378.75395952,109135097.71706098,102202835.2483416,95062394.35173099,96181693.02377933
108656373.33632144,122803885.79956761,123400079.01787412,126033386.5818713,109135128.38852108,102202984.87256645,95062491.30083127,96181601.83925228
108656375.62034547,122803883.6682163,123399996.04953818,126033437.95530406,109135110.2940701,102202905.44804135,95062466.6408362,96181697.99249713
108656305.46135725,122803922.5930101,123400123.38014887,126033241.04378454,109135088.71141972,102202866.75072028,95062459.68702386,96181670.36691174
108656420.11115906,122803850.63622737,123400047.13896027,126033305.59811072,109135075.36188483,102202959.92089221,95062391.04252511,96181717.99384479
108656358.84964617,122803974.94274075,123400101.33010247,126033267.2341444,109135052.49895383,102202881.544619,95062467.8191696,96181601.20816056
108656228.26800713,122803829.35462767,123400038.63774948,126033400.45474426,109135091.8026614,102202874.47264786,95062420.83793673,96181596.4607814
108656368.8491073,122803877.21705866,123400085.08635524,126033370.06071472,109135140.75758724,102202897.60318305,95062418.08480956,96181705.41552877
108656267.34956224,122803859.0654182,123400017.2464056,126033425.9203863,109135100.2377849,102202932.50868364,95062457.82032934,96181743.4389314
108656284.82560505,122803863.50503063,123399987.88934672,126033378.97790432,109135156.81176572,102202970.17667598,95062481.87925905,96181603.44453624
108656275.44631748,122803922.39242685,123400039.50623184,126033484.08080828,109135108.5702752,102202920.6481692,95062418.46571231,96181770.34516065
108656385.05865131,122803923.67929378,123400068.61385898,126033270.38807434,109135020.93675694,102203012.61045717,95062495.06952345,96181779.39050473
108656265.74894,122803957.76333956,123399996.80418871,126033381.51765941,109135147.68923815,102202927.70327401,95062505.6655098,96181649.87258506
108656314.90582934,122803884.41143663,123399997.93160291,126033400.03226389,109135082.94360414,102202884.97400656,95062379.0950241,96181685.94554159
108656406.82498845,122803871.78714587,123400124.93031316,126033196.74161491,109135064.0353556,102202864.47897016,95062473.39478035,96181698.31103928
108656227.71548149,122803901.32629758,123399962.929716,126033389.31671084,109135152.77116841,102202916.0346447,95062517.56770419,96181750.99276005
108656343.06993663,122803957.21915472,123399997.2720417,126033344.7672335,109135088.23427057,102202864.70226762,95062443.88733989,96181655.37140846
108656349.38273892,122803943.34496696,123399964.37927765,126033276.09075694,109135120.82485686,102202973.42602907,95062551.15969983,96181608.98798938
108656345.67584662,122803955.94938645,123400041.53656301,126033379.07072735,109135100.88965148,102202861.34383157,95062449.57277136,96181641.02708195
108656338.40751025,122803932.30592215,123400022.62230545,126033376.86205944,109135039.9107277,102202865.445498,95062408.9560171,96181718.07433674
108656276.61066502,122803896.30376293,123400028.93692932,126033387.00152627,109135140.49328367,102202969.34050973,95062431.39318801,96181609.08892405
108656259.10974865,122803958.24755517,123399961.52624519,126033407.12586164,109135084.49864085,102202853.86135463,95062472.21160394,96181754.5683249
108656306.63866156,122803909.28732312,123399958.15621719,126033429.13921112,109135101.75674227,102202856.89137815,95062452.10703175,96181773.91611746
108656285.42015854,122803995.42036268,123400003.70161502,126033331.58943209,109135028.61209145,102202912.49462953,95062494.03724769,96181629.56809975
108656379.62832929,122803914.78155212,123399950.50354096,126033405.89638329,109135061.21100302,102202839.09628488,95062431.39635809,96181713.21102019
108656333.0503557,122803839.33911982,123400044.03683019,126033291.4535858,109135143.40627053,102202896.45150153,95062381.10255489,96181720.06656195
108656361.17314178,122803799.89815964,123400059.52736047,126033327.37630317,109135114.3252822,102202823.76393393,95062438.4981681,96181692.38112421
108656217.4727774,122803979.46762718,123400098.1953586,126033283.14603221,109135080.83471632,102202923.96524552,95062494.97999208,96181671.80675982
108656282.81571883,122803933.6457797,123400027.24017149,126033428.17958339,109135145.52729721,102202870.94853891,95062486.98007111,96181692.55984636
108656290.63745555,122803863.96476753,123400065.1519649,126033426.02536514,109135103.63294235,102202908.86450697,95062530.9383422,96181629.71874727
108656400.32105887,122803911.3169254,123399983.06093471,126033381.92128937,109135065.58947882,102202847.33293675,95062458.74467829,96181673.45876764
108656389.39872377,122804002.39114526,123400088.01171316,126033389.84416234,109135072.4928137,102202869.04892816,95062546.6259691,96181625.92366494
108656349.35058317,122803918.96672538,123399984.82983427,126033392.70760426,109135033.38425411,102202832.60878736,95062583.26842551,96181653.23938066
108656357.69010797,122803957.5028858,123399997.82783037,126033419.28621803,109135090.80104697,102202825.45740025,95062566.13108614,96181659.93447003
108656416.58335122,122803911.24766286,123399981.5221826,126033407.46622789,109135064.74611443,102202808.46699867,95062480.61606349,96181681.59592193
108656321.31823066,122803921.37162599,123400062.87176546,126033463.81465168,109135116.6547564,102202919.33008632,95062522.94503368,96181710.63196938
108656359.47640552,122803962.19068731,123399960.5664383,126033397.35528049,109135105.84396577,102202829.79325135,95062518.10106386,96181712.96020053
108656284.71680498,122803895.64343071,123400039.57006213,126033296.67874992,109135175.16477944,102202914.66256493,95062502.76564439,96181732.28659111
108656336.04122433,122803872.51938117,123400031.57061721,126033321.84607764,109135089.67796607,102202917.82250153,95062455.43366355,96181666.15925036
108656257.74182504,122803937.54222658,123399964.884112,126033280.21957448,109135104.74459738,102202941.74664238,95062521.70586012,96181704.8409116
108656330.48459326,122803921.11737198,123400039.09372096,126033241.96499926,109135052.52223445,102202869.91607532,95062490.01491252,96181629.6842205
108656281.47328788,122803962.98803046,123400002.41206887,126033317.71059535,109135061.33899052,102202848.86763272,95062518.62205198,96181721.45043255
108656312.93710895,122803877.70800248,123400018.89322214,126033368.23275994,109135035.05949067,102202862.2975,95062527.39194013,96181732.7089263
108656419.75790702,122803881.90317707,123400023.42783737,126033283.2186107,109135081.95200105,102202930.4649874,95062485.08020338,96181589.47084787
108656393.15051119,122803803.7687855,123399969.01746605,126033339.61367719,109135119.76104529,102202890.81242986,95062477.411311,96181736.8734748
108656349.04783744,122803782.84954931,123400081.2048339,126033390.36735655,109135054.90319023,102202805.45702428,95062405.4332439,96181724.43762116
108656374.7218007,122803905.60151348,123400088.04303254,126033369.29576193,109135088.89222118,102202876.94657789,95062372.46466616,96181635.03066267
108656423.77749388,122803924.98070875,123400183.08713175,126033370.35676745,109135090.96896136,102202773.63471715,95062450.71374623,96181721.1616309
108656394.19587249,122803845.89104822,123400138.67597233,126033369.38405585,109135046.77231155,102202900.2635766,95062463.70736937,96181584.3103202
108656323.34105185,122803968.70840137,123400076.64970514,126033293.87957364,109135119.75788444,102202901.90946956,95062512.24168132,96181633.20581391
108656281.65401568,122803914.22595619,123399991.97225195,126033306.16207652,109135051.86496925,102202834.84925683,95062472.92773826,96181653.72956017
108656360.99904564,122804038.79099928,123400005.73104498,126033329.10108605,109135025.24021462,102202841.72331534,95062469.59858952,96181729.05605042
108656330.06158665,122803948.13924028,123399988.28499235,126033278.7020972,109135044.154026,102202925.0403736,95062534.1946334,96181745.54317367
108656289.50916728,122803824.05210216,123400011.84278023,126033296.10902406,109135080.30176298,102202907.60182717,95062402.94394073,96181654.97748311
108656261.86320224,122804046.8974136,123400107.95456262,126033303.44188634,109135088.10413718,102202942.32977611,95062473.515182,96181597.37484127
108656280.19801119,122803917.93831907,123400058.44020964,126033354.88330089,109135134.5777729,102202855.91205871,95062553.2343185,96181726.00497442
108656432.45773235,122804030.18669242,123400100.10969208,126033376.18516271,109135093.43700673,102202885.67159255,95062532.73619746,96181725.56470428
108656304.90041609,122803962.04160552,123400003.80992937,126033335.76150341,109135183.19507466,102202832.07922657,95062477.50902273,96181694.58452043
108656396.82869045,122803957.70869628,123399957.82957205,126033311.98618484,109135073.85071547,102202865.56103578,95062394.08710332,96181682.71843038
108656330.66335821,122803897.51650484,123400065.79095677,126033256.92747386,109135113.46507408,102202922.59239379,95062454.70970729,96181761.30360027
108656342.86922893,122803905.1251848,123400013.08486691,126033353.86405416,109135058.70053223,102202880.3208906,95062467.28928304,96181710.45883214
108656363.27429207,122803912.50340283,123400005.95359804,126033310.70826873,109135175.33500934,102202841.62459618,95062559.07856828,96181631.29527766
108656327.92197925,122803918.68817478,123400044.87620401,126033361.7033119,109135015.15392752,102202826.23974808,95062565.9444172,96181683.91179699
108656373.39509776,122804054.62845302,123400012.1054576,126033401.3147964,109135108.51598178,102202924.94973472,95062473.8625011,96181649.86498246
108656337.69965714,122803941.25165892,123400006.68060203,126033403.21567766,109135138.58841872,102202834.79391629,95062420.83074409,96181597.69407776
108656390.0839684,122803951.5685499,123400044.7135477,126033418.94595794,109135059.63576087,102202878.84827048,95062429.3945399,96181696.1346979
108656350.28487326,122803918.02160014,123400032.76412472,126033437.2615188,109135002.57648712,102202871.206002,95062431.64953505,96181682.45151661
108656378.6127219,122803905.54902999,123400007.69866861,126033355.264094,109135103.12842716,102202800.48905148,95062434.54392806,96181733.58286129
108656331.1279593,122803861.15592459,123400134.90509476,126033349.2388162,109135169.92673075,102202886.96940918,95062486.52543466,96181726.73082069
108656340.54737394,122803921.69271529,123400009.96138553,126033354.10052678,109135079.61678131,102202852.54097022,95062411.44390632,96181681.67590757
108656407.16243918,122803933.38811874,123400049.5706588,126033260.47233526,109135165.15236697,102202880.65243891,95062427.02124226,96181778.1761852
108656359.53111538,122803951.69280057,123400059.18596871,126033258.40290523,109135124.18848008,102202908.87459134,95062375.50469168,96181612.08084092
108656319.16968323,122803864.99009535,123400068.20903225,126033473.9032214,109135142.64814968,102202819.540788,95062470.96388076,96181705.23398748
108656314.95236132,122803978.42768219,123400003.04133871,126033352.13271011,109135115.34480266,102203040.20939948,95062450.800388,96181630.99273126
108656381.68808411,122803948.16762339,123400124.93259582,126033463.82901093,109135065.88098449,102202880.24091008,95062369.03696409,96181655.68689507
108656396.46278694,122803888.87719168,123400061.74178386,126033307.79099977,109135068.38648726,102202937.42009167,95062424.4726347,96181635.39869033
108656380.46382172,122803905.44583532,123399996.72452196,126033357.17027344,109135139.93494363,102202798.08677188,95062484.88698651,96181676.80372581
108656260.54204896,122803931.5931688,123400107.80999027,126033296.39279597,109135136.79873937,102202981.16586356,95062454.25827533,96181658.03885683
108656319.95725471,122803913.26692252,123399927.29943323,126033355.44969589,109135144.90783423,102202894.22427934,95062606.96311495,96181737.65208638
108656431.9179388,122803899.25918445,123399996.78086008,126033452.80798522,109135030.34931059,102202910.63266541,95062487.33771747,96181633.55095325
108656295.76588488,122803843.82269932,123400036.83501576,126033368.21904099,109135092.23598947,102202942.06136103,95062474.25897236,96181721.19079633
108656327.42713103,122803872.22523864,123400063.47218117,126033388.65232417,109135044.4431379,102202849.37432113,95062328.86526012,96181661.05370398
108656253.14095761,122803899.02984476,123400079.30974238,126033354.983515,109134954.32529886,102202873.1462476,95062474.52775653,96181666.88155364
108656363.25720873,122803938.50529705,123399947.64113295,126033342.54514746,109135111.569725,102202866.94206609,95062429.71498697,96181698.5898209
108656326.02438633,122803937.01265316,123399958.02198899,126033281.81445584,109135128.30870298,102202921.87020038,95062441.51833689,96181716.01491918
108656270.77208325,122803978.75481223,123400070.03428432,126033355.96612754,109135112.63228951,102202918.98014736,95062517.90955453,96181698.3438806
108656298.04860453,122803926.48391968,123399993.17615615,126033319.29453994,109135060.17611651,102202831.21689975,95062517.51858087,96181668.9705002
108656284.56543946,122803893.2231654,123400018.01451795,126033348.4818812,109135035.28293103,102202852.68244605,95062520.23344772,96181672.85227162
108656299.91405596,122803960.99628025,123399986.33897841,126033380.28822137,109135039.1135441,102202906.25338674,95062434.74394311,96181584.64622866
108656385.67158723,122803903.99761634,123400077.6347945,126033362.66459325,109135110.14413776,102202947.90303457,95062429.58257593,96181601.0393011
108656312.3758902,122803878.86093703,123400034.38250175,126033404.66192575,109135058.9654481,102202782.1680752,95062474.81780939,96181783.69622427
108656330.09641387,122803966.02410716,123399950.64725041,126033316.83031562,109135081.74917193,102202849.52231601,95062508.44609067,96181644.03060211
108656273.12062168,122803844.80520265,123400031.69539988,126033387.87330668,109135099.14052035,102202883.4062864,95062524.98023163,96181722.7020007
108656385.93398935,122803930.54509583,123399986.94065034,126033178.61999361,109135156.57494842,102202737.64494492,95062450.17831132,96181684.7719965
108656363.35184893,122803906.10026707,123400056.29162379,126033382.81746154,109135135.68984488,102202817.61300047,95062488.97442408,96181686.02779457
108656347.13472486,122803909.10655242,123399986.67221735,126033404.76581886,109135021.35525952,102202815.5101684,95062477.0465755,96181654.67071055
108656330.5416261,122803958.3268199,123400004.73380479,126033362.8610149,109135033.32214415,102202856.529615,95062518.76954944,96181700.71165282
108656349.41811012,122803884.98470542,123399983.96604864,126033363.44877133,109135072.36937885,102202945.32824217,95062439.09609719,96181681.7329962
108656379.03578791,122803822.01150018,123400059.15051252,126033421.42775016,109135102.05336699,102202915.0852421,95062386.0110048,96181592.9334848
108656249.26435713,122803877.08819638,123400057.78194246,126033459.10826194,109134981.53723751,102202907.70560797,95062424.09082256,96181668.28339028
108656410.33825578,122803911.12881677,123400001.39174338,126033428.72147755,109135146.88792923,102202857.86690065,95062488.22965366,96181627.91668543
108656409.05783409,122803921.72043258,123399995.07206944,126033456.0650723,109135045.2526865,102202885.60922033,95062506.62075417,96181701.21619232
108656309.33847167,122803924.67764908,123400021.97083801,126033264.42238972,109135022.74992774,102202844.29787816,95062535.76166719,96181753.97253072
108656307.3198705,122803996.32801484,123400067.89622313,126033352.19398883,109135088.30577321,102202808.30603005,95062476.59738153,96181740.28653276
108656382.85484892,122803919.013381,123400082.99755856,126033322.98319623,109135018.54886939,102202971.82761411,95062461.75192071,96181663.35548048
108656348.04132824,122803885.11405414,123400056.61299819,126033425.89904723,109135105.86308143,102202913.4585461,95062427.32978567,96181658.80154909
108656312.80286054,122804028.27952355,123400033.91322038,126033366.88478655,109135059.11467668,102202926.55180795,95062476.96180709,96181715.72445926
108656175.21882166,122803983.86492576,123399992.92700015,126033433.4239307,109135172.51137896,102202900.01307635,95062495.50528026,96181661.44176444
108656346.16450776,122803896.43587556,123400056.75379339,126033380.92720215,109134989.46388932,102202838.7527493,95062409.84938106,96181729.42629363
108656356.71731491,122804068.12770095,123400020.9729522,126033379.2049304,109135167.58568038,102202959.37973706,95062446.4547728,96181680.12044588
108656332.17349562,122803901.87806144,123400040.31399521,126033399.81131773,109135064.20411146,102202909.87899123,95062443.36900443,96181652.85344122
108656364.62943484,122803905.10468793,123400119.7121934,126033360.24414632,109135092.87989578,102202910.00403835,95062582.48081948,96181752.3572364
108656301.38044178,122803979.7154649,123400019.1257118,126033325.89388426,109135153.77397428,102202948.14678092,95062467.35815342,96181736.52640179
108656364.19928734,122804057.49191597,123400064.56742248,126033343.6190744,109135199.92708483,102202856.5471251,95062503.76761548,96181731.62296331
108656306.72280338,122803897.1582214,123400035.8361112,126033383.9019505,109135055.77885579,102202817.38239054,95062443.0689133,96181664.30974838
108656361.99129477,122803824.85300307,123400079.29546086,126033223.35696903,109135130.79836927,102202938.2493396,95062437.86422816,96181661.88206394
108656217.85105579,122803907.59314184,123399953.55719997,126033385.00212815,109135006.68469518,102202959.84319618,95062427.44482605,96181677.38866994
108656322.76978876,122803920.09743202,123400019.79596315,126033337.3235057,109135050.05914117,102202832.1658082,95062430.44025588,96181608.25966568
108656356.91171513,122803887.45681956,123400078.7320366,126033371.08818169,109135077.02644904,102202933.76504272,95062557.902988,96181744.96431081
108656333.93285462,122803811.70706214,123400060.3466676,126033315.16597214,109135071.55620381,102202914.12397918,95062358.07687749,96181611.26100342
108656375.79614593,122804022.94923,123399972.63272634,126033363.08985455,109135193.79137313,102202920.79320748,95062568.13231698,96181634.25402364
108656393.79334058,122803896.56319243,123400078.09107691,126033455.25420801,109135102.60966848,102202894.1030788,95062467.0925386,96181662.46724024
108656350.42158504,122803914.48836136,123400060.90792075,126033328.35955204,109135115.7051617,102202819.41373703,95062397.14098033,96181537.11734809
108656381.19230396,122803953.63874012,123399925.15355814,126033358.54730104,109135079.41038413,102202893.88641484,95062532.18535016,96181685.31300756
108656355.45921025,122803850.39468761,123400023.71679692,126033336.8901534,109135033.05900042,102202846.82842642,95062491.32709368,96181628.18677422
108656340.63732608,122803844.69349706,123399983.76837492,126033415.30168432,109135195.63424069,102202891.38754986,95062501.90904477,96181598.96989162
108656304.2932464,122803926.498024,123399982.58549543,126033312.07639314,109135052.61436987,102202885.23839378,95062579.8156702,96181751.64517136
108656376.76910596,122803912.97424386,123400038.49208957,126033341.3747944,109134965.91453142,102202914.5456525,95062493.94541332,96181738.44207811
108656341.97811294,122803788.13724115,123400021.95786498,126033272.7455875,109135080.25055827,102202858.38449226,95062458.5919698,96181633.23602763
108656356.1929956,122803968.98635063,123400119.94515844,126033396.97803113,109135165.99063087,102202927.4092796,95062500.88980362,96181709.10524708
108656388.16076231,122803879.44314107,123399986.72126156,126033329.52175152,109135065.05180687,102202941.1508465,95062414.61863677,96181614.51423049
108656287.84344257,122803825.50854015,123400115.46675573,126033326.6140934,109135014.54945289,102202866.58371979,95062497.99614032,96181656.66806896
108656452.84983386,122803902.16109909,123399903.91203913,126033372.59405534,109135051.34252943,102202889.10932596,95062404.45797364,96181793.30699955
108656378.3188426,122803896.47011058,123399998.00881028,126033389.27380003,109135111.7699728,102202788.24071392,95062428.75460431,96181670.75272305
108656327.0477803,122803885.12403893,123399927.82295583,126033411.85078366,109135107.01222268,102202933.55824068,95062424.79207046,96181804.56524315
108656355.34795812,122804019.17229208,123400134.23505971,126033423.14879633,109135104.38510282,102202866.48201656,95062436.22352405,96181715.25866763
108656452.53981681,122803940.09742756,123399992.9276872,126033308.0592532,109135089.98072797,102202889.50597106,95062556.25600691,96181599.31925921
108656307.33525054,122803933.1667043,123400071.57495248,126033412.12725957,109134992.47620209,102202847.52789956,95062510.66085851,96181670.10994814
108656297.65472943,122803981.56231013,123400024.61188059,126033389.82008366,109135117.32395554,102202907.84725171,95062504.80184036,96181706.06030288
108656208.93144315,122803880.39139183,123399966.84236611,126033312.4510884,109135104.19712207,102202880.80539788,95062449.50510128,96181685.01877019
108656329.37329735,122803942.02465943,123400039.02331302,126033305.77070713,109135055.22308089,102202924.83339071,95062381.1731767,96181710.28885914
108656280.43090227,122804002.57218127,123399999.09520788,126033328.84288783,109135049.56447595,102202900.56161876,95062474.23315287,96181680.0097893
108656358.68297613,122803969.8870136,123400009.01966032,126033343.89441434,109135098.08507043,102202881.18883169,95062398.09960683,96181635.6867282
108656376.55246429,122803822.15438811,123399934.46471743,126033331.30405872,109135095.38198656,102202862.79141138,95062479.70219417,96181722.77696942
108656274.4974453,122804008.3007054,123400052.33622919,126033380.6265386,109135228.98227258,102202875.3329542,95062440.70076934,96181698.64824374
108656377.27815728,122803834.08201273,123400043.63596733,126033263.54442304,109135168.76201251,102202865.33680165,95062571.71487695,96181697.16991615
108656303.11641449,122803795.98180883,123400022.45270236,126033224.6648524,109135023.22344406,102202811.17020756,95062508.6094408,96181683.18983518
108656272.65010336,122803878.17425942,123400027.6810266,126033422.26745193,109135040.98158665,102202671.65259762,95062458.53914076,96181683.85343905
108656302.09289864,122803809.6618127,123400114.15266916,126033340.74441251,109135086.1319446,102202989.69073345,95062496.26855992,96181757.47444949
108656402.6219423,122803842.23367794,123400052.63929759,126033458.17655358,109135125.64220843,102202985.66246457,95062503.40988217,96181674.6546346
108656298.2292839,122803876.4272855,123400022.033721,126033304.85025252,109134971.93281634,102202901.44383575,95062493.62280191,96181726.81017828
108656231.5159351,122803871.73744087,123400022.63407998,126033340.91344924,109135101.94895138,102202930.98121713,95062509.51856048,96181715.26843172
108656424.82627784,122803929.1416664,123400001.03626704,126033308.65381205,109135078.99591714,102202917.74513523,95062382.48777682,96181643.37833197
108656273.54500096,122803990.8979489,123399977.13753295,126033293.00982158,109135113.74622825,102202849.86525363,95062437.73921096,96181669.27395001
108656255.3017999,122803883.9857797,123400030.91403021,126033258.68334517,109135086.59894562,102202873.17851445,95062491.45508473,96181721.10928786
108656361.89881961,122803868.93778767,123399972.56044413,126033387.26755911,109135142.77896068,102202855.79281119,95062453.31088094,96181633.89730622
108656444.989532,122803923.04084429,123400131.76087369,126033437.15244795,109135107.804642,102202966.74313778,95062404.77442162,96181677.48015419
108656330.52544759,122803843.22787584,123400118.6551934,126033339.75566341,109135166.02435416,102202726.76437363,95062467.40176953,96181619.96990125
108656346.11908925,122804001.95330797,123399932.8400119,126033358.29891884,109135033.43424314,102202871.84009638,95062480.32903434,96181625.58885126
108656323.98881188,122803935.44997017,123400071.19205494,126033343.68114841,109135069.69119136,102202938.9250096,95062421.0009176,96181507.85388662
108656390.99404667,122803962.90583217,123399983.74430753,126033283.68847375,109135098.43624587,102202889.19670224,95062463.80349603,96181650.78618866
108656287.12089804,122803941.74459334,123400027.76458642,126033418.3579725,109135041.81078203,102202856.62956618,95062461.89419141,96181717.96898894
108656360.28401549,122803899.97164516,123400063.24426773,126033439.53262873,109134986.92616448,102202950.22937432,95062463.06088746,96181613.73223415
108656289.546712,122803999.72401977,123400018.5022163,126033274.77379507,109135133.22150484,102202900.111612,95062455.56007059,96181596.17255281
108656214.62741853,122803928.70714504,123400068.99981235,126033368.91081473,109135025.0726204,102202899.0986271,95062417.31545252,96181722.81715256
108656275.26747985,122803906.13444369,123400025.77169567,126033313.28127657,109135041.50215654,102202923.91048233,95062442.04557388,96181693.73968974
108656289.11632395,122803917.47647186,123399987.7603803,126033382.162476,109135078.03659433,102202873.37555821,95062423.89212139,96181702.89483115
108656237.24641356,122804025.66815734,123400053.48601486,126033309.65491784,109135058.8879013,102202833.1745702,95062435.70181513,96181659.5612541
108656296.6904253,122803968.60973097,123400000.95488782,126033364.92300886,109135077.59015787,102202961.53862925,95062365.05763063,96181608.92415273
108656300.86810717,122803931.1194781,123400037.27727729,126033455.33894758,109135115.54633845,102202883.0378407,95062488.98952787,96181726.40617867
108656357.04972751,122803907.73608346,123399957.31462039,126033354.2876555,109134974.68207516,102202915.92129162,95062550.98077838,96181617.11224082
108656359.13523579,122803872.75740694,123400037.02060962,126033280.77135567,109135089.81793849,102202872.94147688,95062464.09173408,96181717.34220536
